rowID,file,Study_Name,Site_Name,PH,PH_Collection_Method,PH_mean,Organic_Carbon__percent,OC_mean,C.N_ratio,CN_mean,Sand__percent,Silt__percent,Clay__percent,sand_silt_clay_mean,ph_new,PHIHOX,CLYPPT,SLTPPT,SNDPPT,CECSOL,ORCDRC,phFinal,ClayFinal,SandFinal,SiltFinal,OCFinal,ESA,bio10_1,bio10_4,bio10_7,bio10_12,bio10_15,elevation,SnowMonths,SnowMonths_cat,Aridity,PETyr,PET_SD,SpeciesRichness,SpeciesRichnessUnit,Site_WetBiomass,Site_WetBiomassUnits,Site_Biomassm2,logBiomass,Site_Abundance,Site_AbundanceUnits,Sites_Abundancem2,logAbundance
2409,000_DavalosUnpublished,davalosunpub,SSOpen489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.650166113,16.99335548,47.50166113,36.50166113,16.91362126,2.785049834,5.650166113,16.99335548,36.50166113,47.50166113,2.785049834,Needleleaf evergreen forest,9,9001,34.2,1029,18,333,3,3,9989,928,53.04924393,0,Number of species,NA,NA,NA,NA,0,Number of individuals,0,0
2410,000_DavalosUnpublished,davalosunpub,SSOpen490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.650166113,16.99335548,47.50166113,36.50166113,16.91362126,2.785049834,5.650166113,16.99335548,36.50166113,47.50166113,2.785049834,Needleleaf evergreen forest,9,9001,34.2,1029,18,333,3,3,9989,928,53.04924393,0,Number of species,NA,NA,NA,NA,0,Number of individuals,0,0
2411,000_Eisenhauer2007,eisenhauer2007,t1_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,74,g/m2,74,4.317488114,496,Individuals per m2,496,6.208590026
2412,000_Eisenhauer2007,eisenhauer2007,t1_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,1,Number of species,11.54,g/m2,11.54,2.528923535,192,Individuals per m2,192,5.262690189
2413,000_Eisenhauer2007,eisenhauer2007,t1_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,1,Number of species,8.7,g/m2,8.7,2.272125886,100,Individuals per m2,100,4.615120517
2414,000_Eisenhauer2007,eisenhauer2007,t1_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,32.94,g/m2,32.94,3.52459426,188,Individuals per m2,188,5.241747015
2415,000_Eisenhauer2007,eisenhauer2007,t1_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,1,Number of species,24.11,g/m2,24.11,3.223266173,224,Individuals per m2,224,5.416100402
2416,000_Eisenhauer2007,eisenhauer2007,t1_120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,65.39,g/m2,65.39,4.195546443,168,Individuals per m2,168,5.129898715
2417,000_Eisenhauer2007,eisenhauer2007,t1_140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,3,Number of species,77.17,g/m2,77.17,4.358885942,196,Individuals per m2,196,5.283203729
2418,000_Eisenhauer2007,eisenhauer2007,t1_160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,3,Number of species,144.86,g/m2,144.86,4.982647258,200,Individuals per m2,200,5.303304908
2419,000_Eisenhauer2007,eisenhauer2007,t1_180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,168.12,g/m2,168.12,5.130608522,140,Individuals per m2,140,4.94875989
2420,000_Eisenhauer2007,eisenhauer2007,t1_200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,118.88,g/m2,118.88,4.786491242,172,Individuals per m2,172,5.153291594
2421,000_Eisenhauer2007,eisenhauer2007,t2_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,88.87,g/m2,88.87,4.498364182,676,Individuals per m2,676,6.517671273
2422,000_Eisenhauer2007,eisenhauer2007,t2_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,30.4,g/m2,30.4,3.446807893,136,Individuals per m2,136,4.919980926
2423,000_Eisenhauer2007,eisenhauer2007,t2_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,1,Number of species,13.57,g/m2,13.57,2.67896462,64,Individuals per m2,64,4.17438727
2424,000_Eisenhauer2007,eisenhauer2007,t2_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,1,Number of species,8.24,g/m2,8.24,2.223541886,76,Individuals per m2,76,4.343805422
2425,000_Eisenhauer2007,eisenhauer2007,t2_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,44.1,g/m2,44.1,3.808882247,128,Individuals per m2,128,4.859812404
2426,000_Eisenhauer2007,eisenhauer2007,t2_120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,3,Number of species,144.32,g/m2,144.32,4.978938207,280,Individuals per m2,280,5.638354669
2427,000_Eisenhauer2007,eisenhauer2007,t2_140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,3,Number of species,167.34,g/m2,167.34,5.125985744,180,Individuals per m2,180,5.198497031
2428,000_Eisenhauer2007,eisenhauer2007,t2_160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,281.13,g/m2,281.13,5.642367958,636,Individuals per m2,636,6.456769656
2429,000_Eisenhauer2007,eisenhauer2007,t2_180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,242.91,g/m2,242.91,5.496799305,624,Individuals per m2,624,6.43775165
2430,000_Eisenhauer2007,eisenhauer2007,t2_200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,159.99,g/m2,159.99,5.081342251,708,Individuals per m2,708,6.563855527
2431,000_Eisenhauer2007,eisenhauer2007,t3_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,88.87,g/m2,88.87,4.498364182,676,Individuals per m2,676,6.517671273
2432,000_Eisenhauer2007,eisenhauer2007,t3_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,1,Number of species,8.52,g/m2,8.52,2.253394849,180,Individuals per m2,180,5.198497031
2433,000_Eisenhauer2007,eisenhauer2007,t3_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,46.82,g/m2,46.82,3.867443962,160,Individuals per m2,160,5.081404365
2434,000_Eisenhauer2007,eisenhauer2007,t3_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,23.44,g/m2,23.44,3.196221134,132,Individuals per m2,132,4.890349128
2435,000_Eisenhauer2007,eisenhauer2007,t3_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,1,Number of species,27.71,g/m2,27.71,3.357245494,136,Individuals per m2,136,4.919980926
2436,000_Eisenhauer2007,eisenhauer2007,t3_120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,3,Number of species,109.39,g/m2,109.39,4.70401955,204,Individuals per m2,204,5.323009979
2437,000_Eisenhauer2007,eisenhauer2007,t3_140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,198.54,g/m2,198.54,5.296014717,164,Individuals per m2,164,5.105945474
2438,000_Eisenhauer2007,eisenhauer2007,t3_160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,290.64,g/m2,290.64,5.675520165,1080,Individuals per m2,1080,6.985641818
2439,000_Eisenhauer2007,eisenhauer2007,t3_180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,200.55,g/m2,200.55,5.30603749,620,Individuals per m2,620,6.431331082
2440,000_Eisenhauer2007,eisenhauer2007,t3_200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999667774,17.15946844,37.34551495,44.99335548,29.61129568,6.072093023,5.999667774,17.15946844,44.99335548,37.34551495,6.072093023,Broadleaf deciduous forest,2.9,8348,33.5,430,44,1377,3,3,7941,724,49.77170181,2,Number of species,234.55,g/m2,234.55,5.461923205,1080,Individuals per m2,1080,6.985641818
2441,000_FonteUnpublished,FonteBolivia,105,5.4,Unknown,no,NA,NA,NA,NA,43,40,17,no,5.4,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,5.4,17,43,40,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2442,000_FonteUnpublished,FonteBolivia,106,4.8,Unknown,no,NA,NA,NA,NA,61,22,17,no,4.8,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,4.8,17,61,22,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2443,000_FonteUnpublished,FonteBolivia,107,4.6,Unknown,no,NA,NA,NA,NA,61,23,16,no,4.6,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,4.6,16,61,23,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2444,000_FonteUnpublished,FonteBolivia,108,4.8,Unknown,no,NA,NA,NA,NA,60,24,16,no,4.8,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,4.8,16,60,24,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2445,000_FonteUnpublished,FonteBolivia,109,4.8,Unknown,no,NA,NA,NA,NA,51,31,18,no,4.8,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,4.8,18,51,31,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2446,000_FonteUnpublished,FonteBolivia,110,4.9,Unknown,no,NA,NA,NA,NA,51,31,18,no,4.9,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,4.9,18,51,31,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2447,000_FonteUnpublished,FonteBolivia,111,4.7,Unknown,no,NA,NA,NA,NA,74,12,14,no,4.7,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,4.7,14,74,12,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2448,000_FonteUnpublished,FonteBolivia,112,4.5,Unknown,no,NA,NA,NA,NA,63,22,15,no,4.5,6.250166113,25.65448505,33,41.67774086,18.00664452,2.046179402,4.5,15,63,22,2.046179402,Production - Herbaceous,6,1896,15.8,881,98,4290,0,0,5167,1161,19.38265991,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2449,000_FonteUnpublished,FonteBolivia,113,5.1,Unknown,no,NA,NA,NA,NA,47,37,16,no,5.1,6.483388704,25.15614618,31,43.84385382,17.50498339,2.019269103,5.1,16,47,37,2.019269103,Herbaceous,6.8,1899,15.9,674,102,4135,0,0,4946,1209,20.06707573,NA,NA,NA,NA,NA,NA,10.7,Individuals per m2,10.7,2.459588842
2450,000_FonteUnpublished,FonteBolivia,114,5.2,Unknown,no,NA,NA,NA,NA,44,40,16,no,5.2,6.483388704,25.15614618,31,43.84385382,17.50498339,2.019269103,5.2,16,44,40,2.019269103,Herbaceous,6.8,1899,15.9,674,102,4135,0,0,4946,1209,20.06707573,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2451,000_FonteUnpublished,FonteBolivia,115,4.9,Unknown,no,NA,NA,NA,NA,48,29,23,no,4.9,6.350166113,28.15614618,31,41.34551495,18.00332226,2.119601329,4.9,23,48,29,2.119601329,Herbaceous,6.8,1900,15.9,690,101,4140,0,0,4962,1207,19.95185089,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2452,000_FonteUnpublished,FonteBolivia,116,5.2,Unknown,no,NA,NA,NA,NA,41,33,26,no,5.2,6.350166113,27.65448505,31.16611296,41.84385382,18.33887043,2.205980066,5.2,26,41,33,2.205980066,Herbaceous,7.1,1895,15.9,704,100,4072,0,0,4955,1225,20.34477043,NA,NA,NA,NA,NA,NA,328,Individuals per m2,328,5.796057751
2453,000_FonteUnpublished,FonteBolivia,117,5.5,Unknown,no,NA,NA,NA,NA,47,29,24,no,5.5,6.350166113,28.15614618,31,41.34551495,18.00332226,2.119601329,5.5,24,47,29,2.119601329,Herbaceous,6.8,1900,15.9,690,101,4140,0,0,4962,1207,19.95185089,NA,NA,NA,NA,NA,NA,96,Individuals per m2,96,4.574710979
2454,000_FonteUnpublished,FonteBolivia,118,5.1,Unknown,no,NA,NA,NA,NA,58,23,19,no,5.1,6.350166113,27.65448505,31.16611296,41.84385382,18.33887043,2.205980066,5.1,19,58,23,2.205980066,Herbaceous,7.1,1895,15.9,704,100,4072,0,0,4955,1225,20.34477043,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2455,000_FonteUnpublished,FonteBolivia,119,5.2,Unknown,no,NA,NA,NA,NA,43,32,25,no,5.2,6.350166113,27.65448505,31.16611296,41.84385382,18.33887043,2.205980066,5.2,25,43,32,2.205980066,Herbaceous,7.1,1895,15.9,704,100,4072,0,0,4955,1225,20.34477043,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2456,000_FonteUnpublished,FonteBolivia,120,4.6,Unknown,no,NA,NA,NA,NA,58,22,20,no,4.6,6.350166113,27.65448505,31.16611296,41.84385382,18.33887043,2.205980066,4.6,20,58,22,2.205980066,Herbaceous,7.1,1895,15.9,704,100,4072,0,0,4955,1225,20.34477043,NA,NA,NA,NA,NA,NA,5.3,Individuals per m2,5.3,1.840549633
2457,000_FonteUnpublished,FonteBolivia,121,4.6,Unknown,no,NA,NA,NA,NA,60,22,18,no,4.6,6.350166113,28.15614618,31,41.34551495,18.00332226,2.119601329,4.6,18,60,22,2.119601329,Herbaceous,6.8,1900,15.9,690,101,4140,0,0,4962,1207,19.95185089,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2458,000_FonteUnpublished,FonteBolivia,122,4.9,Unknown,no,NA,NA,NA,NA,48,30,22,no,4.9,6.483388704,25.15614618,31,43.84385382,17.50498339,2.019269103,4.9,22,48,30,2.019269103,Herbaceous,6.8,1899,15.9,674,102,4135,0,0,4946,1209,20.06707573,NA,NA,NA,NA,NA,NA,10.7,Individuals per m2,10.7,2.459588842
2459,000_FonteUnpublished,FonteBolivia,123,4.9,Unknown,no,NA,NA,NA,NA,42,38,20,no,4.9,6.2,25.15614618,33.50166113,41.84385382,19.00332226,2.152159468,4.9,20,42,38,2.152159468,Herbaceous,6.5,1898,15.8,853,100,4194,0,0,5088,1189,19.56807899,NA,NA,NA,NA,NA,NA,2.7,Individuals per m2,2.7,1.30833282
2460,000_FonteUnpublished,FonteBolivia,124,5.1,Unknown,no,NA,NA,NA,NA,39,39,22,no,5.1,6.2,25.15614618,33.50166113,41.84385382,19.00332226,2.152159468,5.1,22,39,39,2.152159468,Herbaceous,6.5,1898,15.8,853,100,4194,0,0,5088,1189,19.56807899,NA,NA,NA,NA,NA,NA,5.3,Individuals per m2,5.3,1.840549633
2461,000_FonteUnpublished,FonteBolivia,125,4.8,Unknown,no,NA,NA,NA,NA,57,25,18,no,4.8,6.2,25.15614618,33.50166113,41.84385382,19.00332226,2.152159468,4.8,18,57,25,2.152159468,Herbaceous,6.5,1898,15.8,853,100,4194,0,0,5088,1189,19.56807899,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2462,000_FonteUnpublished,FonteBolivia,126,5,Unknown,no,NA,NA,NA,NA,59,21,20,no,5,6.2,25.15614618,33.50166113,41.84385382,19.00332226,2.152159468,5,20,59,21,2.152159468,Herbaceous,6.5,1898,15.8,853,100,4194,0,0,5088,1189,19.56807899,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2463,000_FonteUnpublished,FonteBolivia,127,4.7,Unknown,no,NA,NA,NA,NA,35,43,22,no,4.7,6.250166113,26.65448505,32.50166113,41.34551495,19.00332226,2.194352159,4.7,22,35,43,2.194352159,Herbaceous,6.7,1897,15.9,788,101,4157,0,0,5033,1200,19.73575401,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2464,000_FonteUnpublished,FonteBolivia,128,5,Unknown,no,NA,NA,NA,NA,35,39,26,no,5,6.250166113,26.65448505,32.50166113,41.34551495,19.00332226,2.194352159,5,26,35,39,2.194352159,Herbaceous,6.7,1897,15.9,788,101,4157,0,0,5033,1200,19.73575401,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2465,000_FonteUnpublished,FonteBolivia,129,5.3,Unknown,no,NA,NA,NA,NA,34,40,26,no,5.3,6.767109635,25.65448505,33,41.34551495,17.50498339,1.64717608,5.3,26,34,40,1.64717608,Production - Herbaceous,8.1,1892,16,603,101,3896,0,0,4766,1284,20.80064011,NA,NA,NA,NA,NA,NA,24,Individuals per m2,24,3.218875825
2466,000_FonteUnpublished,FonteBolivia,130,5.2,Unknown,no,NA,NA,NA,NA,35,38,27,no,5.2,6.767109635,25.65448505,33,41.34551495,17.50498339,1.64717608,5.2,27,35,38,1.64717608,Production - Herbaceous,8.1,1892,16,603,101,3896,0,0,4766,1284,20.80064011,NA,NA,NA,NA,NA,NA,80,Individuals per m2,80,4.394449155
2467,000_FonteUnpublished,FonteBolivia,131,5,Unknown,no,NA,NA,NA,NA,45,31,24,no,5,6.700332226,27.65448505,30.66777409,41.84385382,18.00664452,1.868438538,5,24,45,31,1.868438538,Production - Herbaceous,8.1,1890,16,572,100,3886,0,0,4801,1283,20.68597794,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
2468,000_FonteUnpublished,FonteBolivia,132,5.1,Unknown,no,NA,NA,NA,NA,45,32,23,no,5.1,6.700332226,27.65448505,30.66777409,41.84385382,18.00664452,1.868438538,5.1,23,45,32,1.868438538,Production - Herbaceous,8.1,1890,16,572,100,3886,0,0,4801,1283,20.68597794,NA,NA,NA,NA,NA,NA,13.3,Individuals per m2,13.3,2.660259537
2469,000_FonteUnpublished,FonteBolivia,133,5.1,Unknown,no,NA,NA,NA,NA,46,27,27,no,5.1,6.700332226,25.65448505,31,43.51162791,18.50498339,1.73255814,5.1,27,46,27,1.73255814,Production - Herbaceous,7.3,1903,16,630,101,4047,0,0,4834,1237,20.21327209,NA,NA,NA,NA,NA,NA,5.3,Individuals per m2,5.3,1.840549633
2470,000_FonteUnpublished,FonteBolivia,134,5.2,Unknown,no,NA,NA,NA,NA,53,22,25,no,5.2,6.700332226,25.65448505,31,43.51162791,18.50498339,1.73255814,5.2,25,53,22,1.73255814,Production - Herbaceous,7.3,1903,16,630,101,4047,0,0,4834,1237,20.21327209,NA,NA,NA,NA,NA,NA,32,Individuals per m2,32,3.496507561
2471,000_FonteUnpublished,FonteBolivia,135,5.6,Unknown,no,NA,NA,NA,NA,43,33,24,no,5.6,6.700332226,25.65448505,31,43.51162791,18.50498339,1.73255814,5.6,24,43,33,1.73255814,Production - Herbaceous,7.3,1903,16,630,101,4047,0,0,4834,1237,20.21327209,NA,NA,NA,NA,NA,NA,56,Individuals per m2,56,4.043051268
2472,000_FonteUnpublished,FonteBolivia,136,5.7,Unknown,no,NA,NA,NA,NA,43,30,27,no,5.7,6.750166113,26.65448505,32,41.34551495,17.50830565,1.850498339,5.7,27,43,30,1.850498339,Production - Herbaceous,8.1,1892,16,603,101,3896,0,0,4766,1284,20.80064011,NA,NA,NA,NA,NA,NA,18.7,Individuals per m2,18.7,2.980618636
